review_id,summary
26608309,There was no evidence of a significant difference in the incidence of adverse events between MPH and placebo-controlled trials.
18603458,There was no evidence to support the use of electronic diaries for pain assessment.
16508562,Conclusions : The results of this systematic review suggest that calcium supplementation may be effective in the treatment of mild to moderate essential hypertension
26457234,The results of this systematic review suggest that exercise training is effective in reducing body weight and improving cardiovascular fitness in obese children
32219688,There was no evidence of a difference between the interventions in terms of work ability or sickness absence.
22204444,Conclusions The results of this systematic review suggest that adherence to structured exercise programmes is associated with increased social support and improved physical activity.
20439575,The results of this meta- analysis suggest that GH treatment is associated with an increase in plasma aldosteroid levels and increases in body weight.
27724985,The results of this meta- analysis suggest that soluble fiber supplementation may be effective in reducing LDL cholesterol
32140831,There was no significant difference between the HA and TSR groups in terms of postoperative scores.
31965537,Conclusions Percutaneous catheter draining is the most effective treatment for ALA in terms of clinical resolution.
14763717,Conclusions Strength training is associated with improved functional performance in patients with stroke.
27941660,There was no evidence of a significant difference between the two groups in terms of Hcy status.
29146638,Conclusions : This systematic review suggests that lifestyle interventions can reduce the risk of Type 2 diabetes in people at high-risk.
21914513,There was no evidence of a relationship between time to antipsychotic treatment and improved quality of life.
26075896,AUTHORS'CONCLUSIONS There is insufficient evidence to support the use of topical creams for scar prevention
22944525,"In conclusion, there is no evidence to support or refute the use of walking speed as an outcome measure in patients with knee Ostearthritis"
27714852,Conclusions : The results of this meta- analysis suggest that the association between physical activity and academic achievement is not consistent with previous studies.
21733480,Conclusions Homeopathy is effective in reducing pain and improving function in people with FM.
16034880,Conclusions : There is insufficient evidence to support the use of antidepressant drugs as prophylactic treatment for migraine.
31097278,There was no evidence to support the use of nurse-led interventions in primary care settings.
16861726,The results of this systematic review suggest that vitamin E-modified membranes may be effective in reducing the risk of anemia and cardiovascular disease in HD patients
20226989,There was no evidence to support the use of beta blockers in preventing CHD or other cardiovascular events
17293469,Conclusions : There is insufficient evidence to support the use of contraceptives for female athletes with ACL injuries
26818198,Conclusions : This systematic review provides evidence for the use of preference-based utility instruments to estimate health state values in clinical trials.
31217991,There was no evidence of a significant difference in mortality between CRT and non-CRT groups.
30819123,"In conclusion, the results of this meta- analysis suggest that there is an association between eating habits and body weight status in adolescents."
26783103,Conclusions The results of this meta- analysis suggest that a reduction in postoperative PA is associated with improved functional capacity and weight loss.
30893346,Conclusion : The results of this meta- analysis suggest that there is no significant difference between the prostheses and non-prostheses in terms of oxygen consumption.
31477081,Conclusions : There is insufficient evidence to support the use of sealants for prevention from caries
27490013,There is insufficient evidence to support the use of antibiotics for prevention of open fracture infections.
19821434,Conclusions : The results of this meta- analysis suggest that the combination of thiazde and beta-blockers reduces blood pressure in patients with mild to moderate hypertension
26407688,Conclusions : There is insufficient evidence to support or refute the use of anti-psychotic drugs as a risk factor for falls in elderly people.
22044842,Conclusions : This meta- analysis suggests that increasing physical activity is associated with improved functional performance in people with knee osteoartritis
25132078,Conclusions : There is insufficient evidence to support the use of circumferential and non-circferential PV isolation as an alternative strategy for AF treatment.
24715614,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the use of specific aerobic interval training as a preventative measure of injury
25652888,Conclusions The results of this systematic review suggest that the use of h and held  Dynamometry to assess functional status in ICU patients may be an effective tool for assessing physical function
30795740,Conclusions : This systematic review and meta- analysis suggests that water-based exercises are effective for improving balance in older people.
31129504,Conclusions : There is insufficient evidence to support or refute the use of financial incentives as an effective strategy for improving smoking cessations.
20091622,There was no evidence of a statistically significant increase in the incidence of heart failure or other adverse events.
26359361,Conclusions This systematic review found no evidence to support or refute the use of antidepressant drugs for central post stroke pain.
21210910,There was no significant difference in the incidence of AUR compared to placebo or alpha blockers.
25084562,Conclusions : There is insufficient evidence to support or refute the use of accelerometers as an objective measure of PA.
30621667,There was no evidence of a significant effect of aerobic training on health-related outcomes in children with childhood obesity.
22701014,There was no evidence to support the use of vitamin D as a preventative measure for fractures in elderly people.
30953508,There was no significant difference in quality of life between the yoga group and control groups. Conclusion Yoga is effective for improving physical fitness among older adults with chronic health conditions.
20008054,Conclusions Telemonitoring is an effective and cost-effective intervention for reducing hospital readmission rates in patients with cardiovascular disease.
29305228,RESVERATOL supplementation was associated with an increase in the serum levels of CRP and TAS.
28655354,There was no evidence of a significant difference in the incidence of VTE or PONV at 24 hours after surgery compared with control groups.
28488684,There was no evidence that vitamin D supplements were associated with improved blood pressure or other cardiovascular disease outcomes.
29542875,The results of this systematic review suggest that testosterone supplementation is associated with a positive effect on muscle strength and fat mass in older men
28192737,There was no evidence to support the use of meditation as an intervention for depression.
17370290,"There was no statistically significant difference between the two groups in terms of BMI, weight gain or quality of life."
26186655,There was no statistically significant difference in the risk of CVD. Conclusions This meta- analysis suggests that Lp/a is associated with an increased risk for CVD
23742732,The results of this meta- analysis suggest that zinc supplementation is effective in the diagnosis of HE
26477805,Conclusions : There is insufficient evidence to support or refute the use of CDSS as an intervention for improving clinical practice.
31771586,There is no evidence to support the use of vitamin D supplements in athletes.
26276511,Conclusions : The results of this meta- analysis suggest that exercise is associated with improved physical health outcomes in overweight and obese people.
19592634,The results of this meta- analysis suggest that fructosa may be a useful tool in the treatment of type 2 diabetes
29462158,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the use of omega-3s as an intervention for children with ADHD
28209944,There was no evidence of a significant difference in the incidence of cardiac complications between groups.
27492688,There is no evidence to support the use of THA as a treatment for patients with osteoarthroplasty.
23970372,Conclusions : This systematic review provides evidence that supervised exercise is effective for improving walking ability in people with PAD
25848335,Conclusions The meta- analysis showed a statistically significant difference in DFS and overall survival between the two groups.
31856826,Conclusions : There is insufficient evidence to support the effectiveness of worksite health interventions on BMI.
21197445,There was no statistically significant difference in mortality between the intervention and controls.
25180668,There was no significant difference between the two groups in terms of recurrence rates. Conclusions Topical steroids are safe and effective for treating pediatric PH.
17389701,There was no evidence of a relationship between vitamin D levels and the risk of Type 2 diabetes or cardiovascular disease.
23903267,There was no significant difference in the incidence of intraoperative bleeding or transfusion requirements. The use of epidural and general anesthesia is associated with less postoperative blood loss
30977740,Conclusions This systematic review provides evidence that a combination of technology-based activity monitoring and smartphone applications can improve physical activity levels in people at risk of developing cardiovascular disease.
29260583,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the use of BBS as a fall detection tool
29513886,There was no evidence of a significant difference in the survival rate between amalgam and resin material s
29940543,There was no association between BMI and mortality or morbidity.
32172501,"There was no significant difference between CBM and placebo in pain intensity or quality of life measures. In conclusion, CBM appears to be an effective treatment for the management of chronic noncancer pain"
28914815,There was no evidence to support or refute the use of culturally tailored DSME interventions for patients with diabetes.
28826569,There was no evidence of a statistically significant difference in the number of days covered by statins with either morning or evening doses.
27061361,There was no evidence to support the use of vitamin D as a treatment for AD.
26556568,There is no evidence to support the use of a combination drug for hypertension in elderly patients.
31618207,There was no evidence to support or refute the use of yoga as a preventative measure for Type 2 diabetes in India.
28715727,There was no evidence of a significant difference in the risk of depressed mood or manic symptoms between lithium and placebo.
28768649,There was no significant difference in BMD between the two treatment groups.
21056534,There was no significant difference in the risk of adverse events between groups.
23543567,There was no evidence of a significant difference in clinical outcomes between the intervention and control groups.
17636684,AUTHORS'CONCLUSIONS There is insufficient evidence to support the use of antiplatelet drugs for primary prevention of stroke or non-fatal MI.
29334343,Conclusions : This systematic review and meta- analysis provides evidence that there is no significant difference in UIC between women who are lactating and non-lactating mothers.
27859780,There is insufficient evidence to support a relationship between MDMA use and neurotoxicity
24401226,CONCLUSIONS The results of this meta- analysis suggest that fasting is associated with a higher risk of cardiovascular events.
19244363,Conclusions : There is no evidence to support or refute the use of vitamin E supplementation in cancer prevention.
29096908,Conclusions : This systematic review suggests that childhood executive function predicts academic and social outcomes in children with ADHD.
18556637,Conclusions : There is insufficient evidence to support or refute the use of Laser Technology as an adjunct to Angioplasty
30349359,There was no statistically significant difference in pain severity between the two groups. The results of this meta- analysis suggest that botulinUM toxinA may be an effective treatment for chronic TN
29773575,"In conclusion, the results of this meta- analysis suggest that device-based measures of physical activity may be useful in predicting future heart failure events."
31328245,Conclusions : This systematic review provides evidence that lithium is effective for the prevention of suicide in patients with bipolar disorder
17253526,There was no evidence to support the use of psychoeducational interventions for patients with mental illness.
30926099,Conclusions MTA appears to be superior to CH in the treatment of molar dentin.
19959485,INTERPRETATION The results of this systematic review suggest that the implementation of Integrated management of Childhood Iillness in Pakistan is not cost-effective.
26876624,There was no evidence of a statistically significant difference in blood pressure between the intervention group and control groups.
26083089,Conclusions The results of this systematic review suggest that the use of a total-etching cement for fiber post bonding is associated with higher push-out bonds.
29115188,Conclusions : This systematic review suggests that the use of a workstation to reduce low back pain in office workers is associated with an improved quality of life.
23450577,There was no evidence to support the use of physical activity as a preventive measure for overweight or obese children.
28153024,There was no evidence of a significant association between LpA and the risk of cardiovascular events.
25236307,There was no evidence of a significant difference between probiotics and placebo in terms of mortality or NEC
31114271,Conclusions : This systematic review suggests that depression is associated with poor self-care in people with Type 2 Diabetes.
25008420,There was no evidence to support or refute the use of exercise as a preventative measure for cognitive decline in elderly people.
28258581,The results of this meta- analysis suggest that steroid therapy is associated with an increase in plasma testosterone levels.
19608724,The results of this systematic review suggest that mud baths may be effective in the prevention and treatment of FM.
29909748,Conclusions Telemonitoring is a safe and cost-effective way to improve glucose control in patients with Type 2 Diabetes.
22115901,There was no evidence of a significant difference in the risk of cardiovascular events between intensive and conventional treatment.
25841251,There was no evidence of a significant difference in blood pressure between the two groups.
21527847,HBPM was associated with better outcomes than usual care in terms of blood pressure control and mortality.
26851599,There was no evidence of a significant difference in the incidence of urinary tract infections or adverse events between groups.
26130315,There was no evidence of a significant difference between estrogen and placebo in depressed mood or physical symptoms.
26885527,There was no evidence of a significant difference in the incidence of Type 2 diabetes or CVD between intervention and control groups.
28488799,Conclusions Prehabilitation is safe and effective for patients with cancer.
32024269,Conclusions : There is insufficient evidence to support or refute the use of physical activity as a treatment for depressive symptoms
12137717,There was no significant difference in the incidence of allergic reactions between breast and soy milk.
29930690,The results of this meta- analysis suggest that ALA may reduce the risk of cardiovascular disease in patients with type 2 diabetes
30519027,Conclusions : There is no evidence to support or refute the use of antipsychotics in children with Autism Spectrum Disorder.
27647000,There is no evidence to support or refute the effectiveness of multifaceted implementation strategies.
28547135,There was no significant association between sitting time and bone stiffness.
24161014,Conclusions There is insufficient evidence to support or refute the use of STAR for patients with ankle arthritis.
24500368,"In this review, it is found that HAP nanostructures can be formed in the presence of superstrates."
30383133,Conclusions The results of this meta- analysis suggest that a higher dose of apiXaban is associated with lower risk of stroke and major bleeding in people with AF
19496021,"In conclusion, this systematic review suggests that the SEIQOL-DW is an effective measure of quality of life for long-term patients with HL"
32111637,Conclusions : There is no evidence to support or refute the use of psychotherapy for patients with PNES.
25886655,Conclusions The results of this meta- analysis suggest that the use of MPH is safe and effective in treating ADHD.
25831962,Conclusions The WHO-5 Well Being Index is a simple and easy-to-use tool that can be used to assess the quality of life among patients with depression.
24100440,There was no evidence to support the use of probiotics as a treatment for colic.
32346802,There was no statistically significant effect of NSAID supplementation on muscle strength or soreness after exercise training.
25262686,Conclusions : There is no evidence to support or refute the use of catheter-based ablation in patients with atrium fibrillation
22430458,AUTHORS'CONCLUSIONS There is insufficient evidence to support the association between prematuration and language development in children born ex-pre term.
21404024,Conclusions : There is insufficient evidence to support the use of cementless or cemented total hip replacement
32314257,There was no significant difference between the two groups in terms of weight loss.
32350578,There was no significant difference in functional outcomes between the two techniques.
26146874,There was no evidence of a significant effect of the DBH VNTR genotype on cocaine-related outcomes.
18199086,There is insufficient evidence to support the use of breast feeding as a preventive measure for allergic disease
27769955,There was no evidence to support the use of web-based interventions in improving self-management.
26552695,There was no statistically significant difference in the incidence of LBP or NP between interventions and control groups.
17943751,There is insufficient evidence to support the use of dietary supplements as an effective treatment for menopause.
28368091,Conclusions : There is limited evidence to support or refute the use of therapeutic touch as an intervention for patients with schizophrenia.
32340106,Conclusions The results of this systematic review suggest that the use of fiber post to cement glass posts is associated with a significant increase in PBS.
27798366,Conclusions : Home-based cardiac rehabilitation is effective in improving exercise capacity and HRQL in patients with cardiovascular disease.
32198100,There was no evidence to support the use of active warming during surgery.
24564520,Conclusions : There is limited evidence to support the use of conditional cash transfers as an effective intervention in improving child health
17563549,There was no statistically significant difference between the two groups in trough and peak ratios of ABP during the first 24 hours after treatment.
30861690,There was no statistically significant difference between statins and placebo in terms of mortality or non-cardiac events.
24918321,Conclusions : The results of this systematic review suggest that VSL#-3 is safe and efficacious in the management of mild to moderate-to-active UC
24814519,The results of this meta- analysis suggest that immediate loading of implants with SLA surface is safe and predictable.
25178118,There was no evidence of a significant difference in the risk of death or non-fatal MI between statins and placebo.
27717522,The results of this meta- analysis suggest that combination therapy is superior to monotherapy in reducing postvoid residual urinar volume.
24694271,There was no evidence of a significant difference in the survival rate between different types of prostheses after THR.
28887086,Conclusions Cinnamon is effective in reducing blood glucose levels in T2DM patients.
29322626,There is no evidence to support the use of composite restorations in children.
30387072,There was no evidence of a significant difference in the risk of falls or fractures between periodized and control groups.
27997978,There was no evidence of a significant difference in the incidence of adverse events with either drug.
23514337,There was no evidence to support the use of pre-operative symptom limited stair climbing tests as a predictive measure of postoperative cardiovascular complications.
26512340,Conclusions The results of this systematic review suggest that exercise may be an effective intervention for reducing the risk of falls in older people with cognitive impairment.
24671713,There was no evidence of a statistically significant difference between resin composites and microfilled composites in terms of retention or marginal discolouration.
25324324,Conclusions Nurse-led interventions are effective in improving patient adherence to medication.
24118784,The results of this meta- analysis suggest that vitamin C is effective in reducing EDV in patients with Type 2 diabetes
26708317,There was no evidence of a significant difference between the two groups in terms of cognitive performance.
28110383,Conclusions : There is no evidence to support or refute the use of intravenous antibiotics in treating diverticutitia.
16435593,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the use of occupational therapy as an assessment tool for people with AIDS
19533517,RESULTS There is insufficient evidence to support or refute the use of analgesia for patients with SCI.
29637113,There was no evidence of a significant reduction in mortality or NEC among VLBW babies.
23584278,There was no evidence of a significant difference in EMG activity between women and men during typed tasks.
31049758,There was no evidence of a significant difference in overall survival between the two groups.
28258777,Conclusions The results of this systematic review suggest that a combination of physical activity and nutritional interventions may be effective in improving health behaviours among adults.
20416377,There was no evidence of a significant difference between the two groups in terms of subjective and objective outcomes.
29696144,"There was no evidence of a significant difference between fixed and medial pivot prostheses in terms of pain, function, or range of motion at the end of surgery."
27882320,There was no evidence of a significant effect of polyphenols on HDL or total cholesterol levels in healthy adults.
26712512,There was no evidence to support the use of motion controllers for promoting exercise in older adults
29320437,Conclusions : There is insufficient evidence to support or refute the association between low 25-OH D levels and diabetes.
28718394,There was no evidence of a significant difference in adverse events between the two groups.
27074871,RESULTS There is no evidence to support or refute the use of non-observed interventions for alcohol consumption.
28302405,Conclusions : The results of this meta- analysis suggest that the DASH is associated with a reduction in total cholesterol and LDL levels.
27530471,The results of this meta- analysis suggest that magnesium supplements may be effective in the management of hypomagneseemia.
24577409,There was no evidence of a significant difference in blood pressure between intervention and control groups.
21912106,Conclusions : The results of this systematic review suggest that SFA diets may be effective in reducing the incidence of diabetes and cardiovascular disease
25855678,There was no evidence of a significant reduction in the risk of cardiovascular death or hospitalization among patients treated with ARBs.
28898559,Conclusions : There is insufficient evidence to support or refute the use of activity monitors for measuring actual physical activity after THR.
26885157,There is no evidence to support the use of a ceramic head as an alternative bearing for THA
23744449,Iron supplementation was associated with a reduction in motor and mental test scores among anemic children.
26507525,There was no significant difference in operative time between the MICA and conventional TKA groups.
32260482,The results of this meta- analysis suggest that a decrease in salivary flow is associated with an increase in plasma catecholamines.
26560173,There was no evidence of a significant difference in the incidence of adverse events with light therapy compared to antidepressants.
23660970,Conclusions : This systematic review provides evidence that MPH may be effective in the treatment of ADHD
17943920,The results of this meta- analysis suggest that spa therapy may be effective in reducing pain and improving quality of life
22331380,The results of this meta- analysis suggest that fructosic intake is associated with a reduced risk of developing hypertension
24897375,There was no evidence of a significant difference in the risk of CDI-related mortality between patients treated with anti-CDI antibodies and those treated with placebo.
24549404,"There was no significant difference in BASMI or BASDAI between the two groups ; however, there was some evidence that GPR is more effective than conventional exercise in improving functional capacity and disease activity in AS patients"
25510863,There was no statistically significant difference in lipid levels between the two groups. The results of this meta- analysis suggest that yoga may be an effective intervention for reducing cardiovascular and metabolic risk factors in older adults with CHD.
29169245,Conclusions : There is insufficient evidence to support or refute the use of an accelerometer as a measure of physical activity for older people after hip fracture
15846636,There was no evidence of a significant difference in the severity of symptoms between psychotherapy and medical treatment.
30371517,Conclusions : There is insufficient evidence to support the use of multidisciplinary therapy for patients with chronic spinal pain.
30667278,There was no evidence to support the use of telephone-based interventions in preventing cardiovascular events.
31152444,There was no significant difference in the incidence of adverse events between lithium and placebo.
20189946,There was no evidence of a significant difference in the incidence or duration of AF between atrial and ventricular pacemakers.
25803266,There was no evidence to support the use of cell phones as an intervention for diabetes management.
12695268,There was no significant difference in adverse events between the two groups.
24018611,There is insufficient evidence to support the use of psychological interventions for FM.
27788565,There was no evidence of a significant difference in the risk of allergic disease between formula-fed and non-formulared children.
19398930,Conclusions : There is no evidence to support or refute the use of probiotics in radiotherapy
28455363,AUTHORS'CONCLUSIONS There is insufficient evidence to support the use of BOLD fMRI as a diagnostic tool for concusses.
26508743,The results of this meta- analysis indicate that a low fat vegan diet is effective in reducing total cholesterol and LDL concentrations in patients with Type 2 Diabetes.
27019254,The results of this meta- analysis suggest that chromenic supplementation with yeast may improve blood glucose control in patients with T2DM
25350225,There was no significant difference in adverse events between the two groups.
19221376,Conclusion : There is insufficient evidence to support the use of statins for primary prevention of cardiovascular events in people with high-risk coronary heart diseases.
30071588,Conclusions VR has been shown to be effective in improving postural control.
20927745,There was no statistically significant difference in the risk of sexual adverse events.
23790149,Conclusions : The Mediterranean diet appears to be effective in reducing the risk of Type 2 diabetes and cardiovascular disease
20099019,Conclusions : This meta- analysis suggests that homeopathy may be effective in the treatment of patients with FM.
26122377,There was no evidence of a significant difference in post-operative discoloration between the two groups.
28490031,The Hamilton Depression Rating scale for depression is the most commonly used measure in clinical trials.
23554153,Conclusions : This systematic review provides evidence that knee pain is associated with lower leg movement and muscle activity in patients with knee Ostearthritis.
26098509,Conclusions : There is no evidence to support or refute the association between physical activity and obesity in adolescents.
29733052,Conclusions : There is insufficient evidence to support or refute the use of occupational disability management interventions for workers with MSDs
29767225,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the use of balance training as an intervention for older adults with Osteo metabolic disease.
28042114,Conclusions : Dual-mobility cups are associated with lower dislocation rates than fixed bearings in primary THA.
16606807,There was no evidence of a difference in the incidence of adverse events or deaths between antiarcotics and placebo.
30945127,Conclusions : There is limited evidence to support or refute the use of preference-based mapping methods in cost-efficiency evaluations.
11034761,There is no evidence to support or refute the use of intramuscular and oral vitamin K for preventing HDN
30293909,There was no evidence to support the use of vitamin D as a preventative measure for fractures in elderly people.
31021537,Conclusions MTX is safe and efficacious in JIA for long-term treatment.
31334564,There was no evidence to support or refute the use of short-term rest breaks as a preventative measure for pain and fatigue.
28027041,There was no evidence of a significant effect on pain severity or functional capacity.
29546180,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the use of accelerometers as a measure of time spent sitting.
31856249,Conclusions : This meta- analysis suggests that social support is associated with an increased risk of cardiovascular disease in young adults.
28393328,Conclusions : There is insufficient evidence to support or refute the use of high- intensity physical activity as a preventative measure for cardiovascular disease
28752873,Conclusions : The results of this meta- analysis suggest that a high intake of PUFA is associated with an increased risk of cardiovascular disease.
31583381,The results of this systematic review suggest that protein supplementation is associated with a decrease in muscle mass in older people.
31749717,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the use of any antidepressant
18457601,There was no evidence to support or refute the use of pre-concert counselling for women with NTDs
32337708,Conclusions : This systematic review provides evidence that vitamin C supplementation is effective in the prevention and treatment of acute lower respiratory infections
22161375,There was no evidence for a significant difference in mortality between the anti-inflammatory and non-anti-inflammatory drugs groups.
30498820,There was no evidence of a significant difference between exercise and placebo in terms of functional performance or quality of life
28057512,There was no evidence to support or refute the use of physical activity as a preventative measure for people with intellectual disability
19491064,There was no evidence to support the use of vitamin D as a preventative measure for tuberculus disease.
27528494,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the use of anti-familiarity measures as a measure of health care quality.
29018489,"RESVERATRO supplementation was associated with an increase in blood pressure and fasting glucose levels, but the effects were not statistically significant."
30324177,There was no evidence to support or refute the use of CBT for children with chronic pain
26003426,There was no evidence to support the use of exercise as a treatment for PCA.
14718486,There was no evidence of a difference in the incidence of falls or injury between exercise and control groups. The findings suggest that resistance training may be an effective intervention for improving muscle strength in older adults
30709362,Conclusions : This systematic review provides evidence for the effectiveness of lifestyle interventions in reducing diabetes incidence in people with IGT
26858339,There was no evidence of an association between ER and OS in patients with high-risk tumours.
29958304,Conclusions : The results of this systematic review suggest that probiotics may improve the quality of life in patients with renal disease.
28290160,Conclusions : There is insufficient evidence to support or refute the use of decision aids for CVD prevention.
27267795,There was no evidence of a significant difference between the two groups in terms of surgical outcomes.
24750271,Conclusions GH replacement is associated with improved body composition and quality of life in adult GH deficient patients.
27186129,There was no significant difference between the two groups in terms of cognitive function.
17943797,Conclusions : The results of this meta- analysis suggest that exercise training is effective in improving pain intensity and physical function in patients with FM.
28445352,There was no evidence to support or refute the use of antimicrobial sutures.
27552970,Conclusions : This meta- analysis suggests that GHRL is associated with an increased risk of cancer in patients with non-small cell lung cancer.
22889123,There was no evidence of a significant difference in pain severity between the two groups.
30626326,Conclusions : There is insufficient evidence to support or refute the use of laboratory-based screening for CVD risk
21496652,There was no evidence of a significant difference in the success rate between MTA and Calcium hydroxide as pulp dressing agent.
24529937,Conclusions : The results of this systematic review suggest that preoperative exercise training is associated with improved postoperative functional capacity in lung cancer patients.
28559211,Orlistat has a significant effect on weight loss in overweight and obese patients with cardiovascular risk factors.
26243549,The results of this meta- analysis suggest that trunk flexion torque is significantly smaller in patients with post stroke compared to controls.
24710915,Conclusions The results of this meta- analysis suggest that a high fiber diet may be effective in reducing serum LDL cholesterol levels in overweight and obese individuals.
23035863,AUTHORS'CONCLUSIONS There is insufficient evidence to support the use of prebiotics as an antimicrobial treatment for infants
28079254,There was no statistically significant difference between the two groups in terms of mortality. Conclusions This meta- analysis suggests that beta blockers with tight heart rate control are associated with an improved long-term outcome for patients undergoing surgery.
25686893,There was no evidence of a significant difference in the risk of VPS infection between patients who were treated with antimicrobials and those who did not
18797052,There was no significant difference between the two groups in terms of wound healing.
15330925,Conclusions : There is no evidence to support the use of psychological therapy in patients with GI symptoms.
21328298,There was no significant difference between the two groups in terms of postoperative readmission or complications. Conclusions Fast-track rehabilitation reduces hospital stay and is associated with improved functional recovery after colonic surgery
26864742,Conclusions : This systematic review provides evidence that US can be used to diagnose gout
18843614,Conclusions The results of this meta- analysis suggest that the use of a treadmill test may be an effective and cost-effective way to assess functional capacity in people with intermittent  Claudication.
27755209,Conclusions : The results of this systematic review suggest that resistance training is an effective exercise program for improving muscle mass and functional performance in older adults
29686540,There was no evidence that multifactorial interventions were cost-effective in preventing or postponing falls.
26836148,There was no evidence to support the use of micro-nized progestogen in women.
26239041,There was no significant difference in the number of patients referred to outpatient services between fundholder and non-folk practice s.
30002686,The results of this meta- analysis suggest that magnesium supplementation is associated with a reduced risk of developing hypertension in healthy subjects.
21733234,There was no evidence of a significant difference in the incidence of adverse events between placebo and active treatment.
29676540,Conclusions : There is insufficient evidence to support or refute the use of EPA as an anti-diabetic intervention
28741090,Conclusion : This meta- analysis suggests that patients with ED prefer to continue treatment with PDE 5I in the short term.
26138144,There was no statistically significant difference between prophylactic and placebo groups in the incidence of bacterial infection after FC or UD.
19277652,There was no statistically significant difference between the two approaches in terms of pain and function. Conclusions The results of this meta- analysis suggest that minimally irritated total hip replacement with an anterior incision is associated with less risk of complications compared to conventional THA.
28394643,Conclusions : There is insufficient evidence to support or refute the use of sweeteners as a weight-control intervention
30025880,Conclusions : There is insufficient evidence to support or refute the effects of psychological stressors on neck pain.
20512292,There was no significant difference in the incidence of adverse events. Conclusions This meta- analysis suggests that sublingual capstopril is safe and effective for the management of acute hypertension
19370565,There was no evidence of a statistically significant difference in the incidence of adverse events between the two groups
24857402,There was no statistically significant difference in the cost of treatment compared to usual care for people with depression.
29888490,Conclusion : The results of this systematic review suggest that the use of resin composites in reattachments of fractured teeth is associated with increased fracture resistance.
22265381,RESULTS There is insufficient evidence to support or refute the use of FABM as a predictor of back pain.
15754663,There was no significant difference in the incidence of adverse events between fluoxetine and placebo.
21414043,Conclusions The results of this meta- analysis suggest that a reduction in the proportion of fat and lean mass after gastric restrictive surgery is associated with an increased risk of complications.
28968486,"There was no statistically significant difference in atopic disease incidence between the two formulas ; however, it did not appear to have any effect on growth or development."
30249972,There is no evidence to support the use of vitamin E as a treatment for NASH
31168050,There was no significant effect of RS on fasting or insulin sensitivity. Conclusions This meta- analysis suggests that RS may be beneficial in the treatment of T2DM
25053215,There was no evidence to support or refute the use of incentives as a strategy for improving health outcomes.
27452342,There was no significant difference between indirect and direct composite inlays.
27218592,RESULTS There is insufficient evidence to recommend probiotics as an effective treatment for BV
30514444,There was no evidence of a significant difference between MTA and CaOH in terms of clinical outcomes.
28003033,The SPPB was associated with a higher risk of death and hospitalization in older people.
29740667,There was no evidence of a significant association between the intake of calcium and total BMD.
30099652,Conclusions : There is insufficient evidence to support or refute the use of prebiotics as a treatment for chronic kidney disease.
32428841,RESULTS The results of this meta- analysis suggest that energy restriction reduces body weight in overweight and obese people.
32059350,Conclusions : There is insufficient evidence to support or refute the association between CUD and schizophrenia.
29564527,Conclusions : There is no evidence to support or refute the use of CBA for treatment of PAF
26293406,There was no significant difference between the two modalities in terms of adverse events.
31928080,The results of this meta- analysis suggest that coconut oil has a beneficial effect on total cholesterol levels in healthy individuals.
26888184,"There was no significant difference in the risk of stroke or major bleeding between persistent and permanent AF, but there was an increase in the incidence of systemic Embolic Events."
25121789,Conclusions The results of this systematic review suggest that the use of health workers in primary care is cost-effective.
25323058,There is no evidence to support the use of ACE inhibitor-based treatment in older adults with hypertension
31553733,There was no significant difference in the incidence of stroke or ischemic embolism between screening and routine practice.
31944175,There was no evidence to support the use of ICMs for detecting AF in patients with or without cryptogenic stroke
23697478,There was no evidence that pharmacist-led interventions were more effective than usual care in improving blood pressure.
29765895,Conclusions The results of this systematic review suggest that the use of a single-step adhesive system to remove caries from dentin is associated with an increase in bond strength.
25609995,Conclusions : There is insufficient evidence to support or refute the use of psychological predictors for postoperative pain
28868822,Conclusions EGCG appears to be an effective anti-diabetic agent in the treatment of T2DM.
28506257,There was no evidence of a difference in pain or quality of life between active and non-active treatment groups.
22796243,Conclusions : This systematic review suggests that there is no evidence to support the use of dual tasking in patients with LBP.
24166727,There was no evidence of a significant difference in growth or weight between the two groups.
31583250,Conclusions The results of this meta- analysis suggest that probiotic supplements may be effective in reducing fasting glucose and insulin resistance among GDM women.
28166606,The results of this meta- analysis suggest that the combination of LDL lowering therapy and statins is associated with an increased risk of cardiovascular events in patients with NAFLD
23179416,There was no evidence to support the use of a single dose of MTS in children with ADHD
12917993,The results of this meta- analysis suggest that GH is effective in increasing the final height in young girls with Turner Syndrome.
24529402,Conclusions Telemonitoring is a cost-effective intervention for patients with COPD.
24618584,Conclusions : There is insufficient evidence to support or refute the use of incentives as a strategy for improving smoking Cessation rates.
25329390,There was no evidence of a significant difference in the quality of life between children and healthy adults.
27460566,There was no evidence to support the use of fiber posts as a replacement for metal crowns
31844350,There was no significant difference between the two groups in terms of operative time or length of stay. Conclusion The results of this systematic review suggest that antibiotics are safe and cost-effective for treating acute appendictitis
24321502,There was no statistically significant difference in overall survival between RT and ADT for men with PSA at the time of diagnosis.
