docid,target,generated,score
30022830,"In acute treatment , the pooled mean change score of the Aberrant Behavior Checklist for irritability subscale ( ABC-I ) and response rate for the risperidone-treated group had a greater significance than that of the placebo-treated group .
According to the discontinuation phase , the overall pooled relapse rate of the risperidone-treated group was significantly less than that of the placebo-treated group .
The rates of pooled overall discontinuation and discontinuation due to adverse events rates were not different between the two groups in acute and long-term treatments .
Conclusion In relation to the current systematic review , risperidone is efficacious in the treatment of symptoms in children and adolescents with ASD .
Although its acceptability is comparable to placebo , treatment with risperidone is well tolerated in children and adolescents with ASD","METHOD In a 3-site, 10-week clinical, double-blind ', 2  2 trial of ATX and PT ; 128 children ( and ages 5 - 14 years ) with ASD and ADHD symptoms were r and omized to ATX ( ATX +PT ), placebo+PT, or placebo. RESULTS On the SNAPSS scale, Positive and Negative effects were reduced to 6/60 % from the baseline score of 60/80 % ( patients were enrolled in the study at the University Clinic of Sarajevo ).",0.8468277867222562
26692005,"Conclusions All currently available intravenous iron preparations appear to be safe and effective , but ferric carboxymaltose seems to provide a better and quicker correction of haemoglobin and serum ferritin levels in iron-deficient patients","We evaluated the efficacy and cardiovascular safety of ferric carboxymaltose ( FCM ), a non-dextran intravenous parenteral iron permitting large single-dose serum iron ; treatment of patients with iron-deficiency anemia and NDD-CKD.",0.6096411363010042
26717446,"In meta-regression , changes in plasma concentrations of adiponectin , leptin and CRP were associated with duration of treatment , but not with either change in BMI or baseline BMI values .
CONCLUSION Orlistat is effective in increasing plasma concentrations of adiponectin and decreasing those of leptin and CRP","CONCLUSION Hypocaloric diet plus orlistat weight loss in obese women is superior to diet alone with regard to the changes observed in adipokines, CRP ( TNFalpha ), triglycerides ( P = 6.0 % ) and oxidative stress following intervention' 'The aim of this study was to determine if orlistat was an inhibitor of fat absorption (vitamin E) three times in the diet compared to a placebo.",0.3120747832183933
29776983,"Conclusion The results of this meta- analysis suggest that robotic-assisted THA has certain advantages over conventional THA , including the results of component positioning and rates of intraoperative complications .","Methods We retrospectively compared 47 patients with a hip arthroplasty ( 23 hemiarthroplasties, 24 total hip arthroplasty ) and late infection with 200 r and omly-selected hips ( 100 robotic-assisted hip replacements ; 100 total hips ® implants ), during the same time period of time without any infection during followup. The following were more frequent in infected total knee  arthroplasty : posttraumatic osteoarthritis  previous surgery  ] glucocorticoids _ chronic liver disease ); alcohol and intravenous drug abuse?",0.032061651759662635
24123139,RESULTS We found that none of the 19 instruments have sufficiently comprehensive reporting of measurement or feasibility performance as would be required by regulatory authorities .,"The result ing data were analysed to construct a rating scale ( the Muscular Dystrophy Functional Rating Scale, MDFRS ) that encompassed four unidimensional constructs : mobility ( DFM and D3 are variously correlated with the facial and axial dimensions of the MFM ), our aim was to develop a highly validated instrument for the diagnosis of D1 and DM2 in the Duchenne muscular disease population. CONCLUSION  The MDFS is a reliable and valid disease-specific measure of functional status of patients with muscular dystrophy ; it is an important tool for assessing the functional impact of neuromuscular diseases.",0.9788010713715167
30338697,"While there are many different scoring systems available for foot and ankle specialists to use to assess or demonstrate the effectiveness of treatments , the AOFAS , while it is an unvali date d scoring system , is the most commonly used scoring system in this review .
This review presents data about commonly used patient reported outcomes systems in foot and ankle surgery .","The authors hypothesized that self-administered symptom severity and functional status score were more responsive to clinical improvement after carpal tunnel release than traditional physical examination measures of strength and sensibility. The SRM Study was weighted to distinguish the mean change/st and the ability to measure change was significantly stronger than the baseline score ( 0.56 ) as the SRM score was more sensitive to change, creating a correlation between the disease-specific severity score and unweighted clinical score : 1.36 (measured with ardized response coefficient ).",0.9249051624868285
28542867,"All articles showed improvement in outcomes with AVG , although differences were not consistently significant compared with conventional therapy .
However , AVG is feasible and shows potential for improving outcomes in this population .","[ Methods ] Eight children ( 9 males, 7 females ) with spastic diplegic cerebral palsy were recruited and r and omly assigned to the conventional neurological physical therapy group ( CG ).",0.8851186983359278
22820555,"A review of its effects in schizophrenia suggests that modafinil facilitates cognitive functions , with pro-mnemonic effects and problem solving improvements .
The systematic review on the neurochemical modulation of the modafinil suggests that its mnemonic enhancing properties might be the result of glutamatergic and dopaminergic increased neuronal activation in the hippocampus and in the prefrontal cortex respectively .
Other neurotransmitters were also activated by modafinil in various limbic brain areas , suggesting that the drug acts on these brain regions to influence emotional responses .","Conclusions Such an immediate effect of an SSRI on amygdala responses to threat supports the idea that antidepressants have an earlier onset of therapeutically relevant effects than conventionally thought' 'BACKGROUND Patients with schizophrenia often suffer from cognitive deficits and negative symptoms that are poorly responsive to antipsychotics including clozapine. Modafinil showed no effect on memory tests, nor did it improve executive functioning, but it did reduce the number of wakefulness/fatigue tests in the first episode of psychosis.",0.22823433934194629
24723255,Enteral supplementation of probiotics prevents severe NEC and all cause mortality in preterm infants .,"R and omized double blind placebo trial, included 150 neonates admitted to NICU at day 1 ; sixty received oral ( LP ) and 60 received ( KP ), 30 received placebo. Preterm neonate infants supplemented with KP showed significantly lower incidence of NEC compared to placebo ', while incidences of NS showed no significant difference between both groups [. OBJECTIVE The objective was to assess whether the combined use of Lactobacillus casei and Bifidobacterium breve may prevent the occurrence of nec stage  2 by the criteria of Bell in very-low-birth-weight preterm infants ).",0.765652426515621
17394228,"However , the 4 generic scales would benefit from further validation in patients with RA , the VAS requires st and ardization , and the MAF would benefit from further sensitivity data .","Participants completed the NHP and the following assessment s were made : the EULAR Core Data Set, the duration of morning stiffness ; the Disease Activity Score ( DAS ), rheumatoid factor ( RF ), rheumatoid arthritis symptom codes; and Larsen's score for X-rays of h and ts and wrists. They have high scores for fatigue pain ( physical mobility and energy level sections ); fatigue is associated with poor sleep and emotional reactions""'OBJECTIVE This study vali date d a brief measure of fatigue in RA ( RA ).",0.16786732697573062
28743192,"Leptin levels decreased as BMI decreased .
Evidence regarding the relationships of ghrelin and adiponectin with BMI was inconclusive .
Conclusions : Despite known effects of maturation on hormones , studies did not consistently differentiate findings by maturational stage .
BMI and leptin levels have a positive relationship , but evidence on ghrelin and adiponectin was inconclusive","[""The purpose of this study was to examine ethnic differences in the metabolic responses to a 16-week intervention design ed to improve insulin sensitivity ( CON SI ), adiposity ), and inflammation in obese African-American and Latino adolescents. A total of 100 participants ( African Americans : n = 48 ; Latino ):n = 52  age ---------------- 15.4 ] were r and omly assigned to interventions ( control ( C ); n= 30 )( BMI percentile s: 97.3 ).",0.9971370953001493
27837440,Conclusions The available evidence suggests that diabetes self-management education can reduce all-cause mortality risk in type 2 diabetes patients .,"METHODS We r and omly assigned 186 urban African Americans with type 2 diabetes ( 76 % female, mean A SD age 59 % CI 9 years ) to 1 of 4 parallel arms : ( 1 -) usual care only ; ( 2 ), normal care + nurse case manager ( NCM ); ( 3 - ( normal) NCMH + community health worker ( CHW ). INTERVENTION PATIENTS were treated with a combination of the Usual care group and the combined NCMs/CHW group (n = 186 ): Patients were assigned to either the usual group or the combination group.",0.06696620814354375
27623982,"Conclusions : In summary , the use of ITF may have benefits for LDL-c reduction across all study population s , whereas HDL-c improvement and glucose control were demonstrated only in the T2DM subgroup .
Overall , ITF supplementation may provide a novel direction for improving the lipid profile and glucose metabolism","Conclusions ITF prebiotics tended to be effective in reducing CHD incidence, or lowering mortality rate in early trials, but this study was not designed to establish a preventive effect on cholesterol levels. The effect of 9 weeks of daily intake of FDY containing 7.4 g of FOS on glucose ( ve cholesterol metabolism and intestinal transit in a group of elderly people was investigated ).",0.9874004756722164
11687163,There is not sufficient evidence yet available to base recommendations for or against the use of physiotherapy interventions for ankylosing spondylitis,"BACKGROUND Patients with spondylarthropathy ( SpA ) participated in a 3-year follow-up study of functional changes before and after an intensive 3-week inpatient course. They answered questions in the following functional status/disability indices : Bath ankylosing arthroopathy functional index ( BASFI ), Dougados functional Index ( HAQ-S), health assessment questionnaire ( ICC ; disability scores were used to assess the severity of back pain ( P = 0.05)  The results of the 25 study patients showed small and not significant improvements in all functional indices scores (BASI –0.5 points ).",0.0020761263841376897
32307935,"Although the level of evidence for the effects of vitamin D on vaginal health is low in our study , we concluded that vitamin D may improve the vaginal health of women , especially during menopause","Methods A r and omly selected subset of 1,407 women, among 26,104 potentially eligible participants of the Women ’s Health Initiative Calcium and Vitamin D trial of postmenopausal women aged 51 to 80 years. METHODS There is no evidence for a clinical ly important association between serum 25(OH)D levels and menopause-related symptoms ( 1.23  12.4 ) in the treatment group : Women who were treated with calcium and vitamin D were significantly reduced after 8 weeks of treatment compared to the control group ( 1.42 ] CONCLUSIONS It is unknown whether supplementation with Calcium or vitamin d has an impact on menopause menopausal symptoms.",0.24579817795909947
32152747,"The MSV approach ranked better concerning clinical scores ( the lowest visual analogic scale , the higher KSS and KSFS ) and functional outcomes ( the shortest straight leg raise , the greatest degree of flexion and range of motion ) .
Concerning perioperative data , the MSV evidence d the shortest hospital stay , while the MPP the shortest surgical duration and lowest estimated blood loss .
According to the main findings of the present study , the mini-subvastus approach for total knee arthroplasty demonstrated superior overall compared to the other approaches .","Patient mobility milestones such as straight leg raise were achieved on average 1.3 days ( 95 % CI 3.4 to 0.7, d = 0.63 ) earlier in the MV group. METHODS Twenty patients operated on by each of five established knee arthroplasty surgeons were evaluated prospect ively with regard to their pre and post-operative range of movement ; the results were analysed using a stSLR and ard RESULT The data were collected by physiotherapists who were blinded as part of the study and were used to calculate Cohen's effect size d.",0.059888695108308306
25031196,There is very limited and low- quality evidence to support for a causal link between knee joint loading during walking and structural progression of knee OA .,"Results A higher KAM impulse, but not peak kAM  at baseline was independently associated with greater loss of medial tibial cartilage volume over 12 months ( cumulative mean change ) compared with the first median of cartilage loss among the 13 individuals. Seven individuals with KOA underwent magnetic resonance imaging to quantify cartilage change at the weight-bearing regions of the medial and lateral femoral condyles and the entire surface of a medial compartment (n = 3 ).",0.7813437521336836
29317216,"By further separating studies into unisensory and multisensory ( bimodal : audiovisual ) ones , subgroup analysis indicated heterogeneous and unstable effects for unisensory temporal binding in the ASD group , but a more consistent and severe impairment in multisensory temporal integration represented by an enlarged temporal binding window in both clinical groups .
Such multisensory dysfunction is associated with symptoms like hallucinations and impaired social communications .","The potential deleterious effects of this finding for rapid multisensory processes such as reading are discussed' 'OBJECTIVE To highlight emerging evidence for clinical and biological links between autism/pervasive developmental disorder ( PDD ) and schizophrenia, with particular attention to childhood-onset schizophrenia ( COS ). The Social Responsiveness Scale has indicated that autistic traits are not affected by the social stigma associated with autism, and that the prevalence of autistic girls and boys may be protected "" from a pervasive design of autism phenotypes.",0.8841291932281151
30154381,"In conclusion , the deficiency of vitamin D is associated with an increased level of BMI in the studies of both diabetic and non-diabetic subjects .",Bi-directional Mendelian r and omization analyses showed no association between the vitamin D genetic risk score and lnCRP ( Beta per SD = -0.018 ; p = 0.082 ) or the C-reactive protein genetic score ( beta per  0.055 ].,0.9855028413969005
31582860,Conclusion The current systematic review and meta- analysis showed that the long-term consumption of CLA increases the levels of CRP and Lp(a ),"Inflammatory signatures in fasting, nonstimulated plasma as determined by an antibody array may indicate enhanced immune function by both CLA isomers' 'After 12 mo in a r and omized : 2 groups received CLA as part of a placebo-controlled trial of conjugated linoleic acid ( CLA ) supplementation.",0.0015305900236730295
21146772,"Interventions integrating physical activity into organizational routine during everyday life have demonstrated modest but consistent benefits , particularly for physical activity , and these are promising avenues of investigation .
The proportionately longer-term outcomes available in these studies compared with individual-level studies suggest that physical activity promotion strategies at the organizational level may be more sustainable","CONCLUSION In the absence of a worksite intervention (BMI, fat mass ) and BMI-based interventions were significantly lower in the study group (participants were not included in a control group). METHODS In St Louis ', Missouri from 2005 to 2006'291 employees ( 134 F ), 17 M workers ( 51 %) were assigned to a cohort-r and omized trial comparing assessment s + intervention [ worksite A ] with assessment B ], and control ; the results were evaluated at both worksites.",0.99609760548021
25271203,"This systematic review covered all the relevant literature , but none of the included studies offered a valid , reliable and feasible method to assess neuromotor capacity in everyday physiotherapy clinical practice","To compare the main effects and interactions of postural and cognitive difficulty on quiet stance between subjects with and without nonspecific low back pain ( LBP ). Postural stability was measured by center of pressure parameters while nonspecifically LPB ( n = 22 ), healthy (n = 82 )( n  22) subjects r and omly performed quiet st and ing task with 3 levels of difficulty ( rigid-surface eyes open, rigid surface eyes-closed ).",0.8384681456251591
20482475,"Resistance training increased 6-minute walk distance compared to no training , but had no other benefits on cardiac function , exercise capacity , or quality of life if used alone or as an adjunct to aerobic training in people with chronic heart failure .",BACKGROUND Patients examined the effect of peak VO(2 ) in chronic heart failure ( CHF) patients with a similar change in VO(mo) ; p =.03 CONCLUSION We aim RT ed to determine the role of muscle strength during CHF exercise and was lower during peak and submaximal Cyc and lower limb exercise than during RT upper limb activity ( P  0.05 ).,0.12819857323788675
19508728,"The key features of the program include ; having trained personnel coordinate the RTW process , identifying and ranking barriers and solutions to RTW from the perspective of all important stakeholders , mediating practical solutions at the workplace and , empowering the injured worker in RTW decision-making .","[""This study evaluated a two-year multidisciplinary early intervention pilot programme for back-injured nurses employed at a large teaching hospital, using a pre- versus post-programme analysis. The purpose was to ascertain whether this programme could reduce the incidence  morbidity and time lost due to back injuries in the 250 nursing employees employed on ten targeted high-risk wards. Combined expenditure was 32 % lower per return ; 34 % less per lost-time injury for those in targeted group who consented to take part inthe programme compared to their usual counterparts on the control wards [.",0.9116342954489076
28627214,"Research has been very varied , however , daily consumption of green tea with doses of EGCG between 100 and 460 mg/day has shown greater effectiveness on body fat and body weight reduction in intervention periods of 12 weeks or more .
In addition , the use of caffeine doses between 80 and 300 mg/day has been shown to be an important factor for this effects , when the participants did not have a high caffeine intake ( > 300 mg/day ) prior to the intervention","On 3 separate occasions, subjects were r and omly assigned among 3 treatments : green tea extract ( 50 mg caffeine and 90 mg epigallocatechin gallate ) and caffeine ( 20 mg ), caffeine ; 50mg ); and placebo ( which they ingested at breakfast and at lunch ). RESULTS Relative to placebo ', treatment with the greentea extract result ed in a significant increase in 24-h EE ( 4 % kg/m2 )"", a decrease in 24h RQ ( from 0.88 to 0.85 kg /m2) without any change in urinary nitrogen.",0.2835591402242225
21690453,"Bariatric surgery leads to marked and long-lasting weight reduction .
A large proportion of patients undergoing bariatric surgery have DM2 .
Glycemic control improves in the months after laparoscopic adjustable gastric b and ing , but it improves more rapidly and completely after laparoscopic Roux-en-Y gastric bypass surgery .
Thus , both types of surgery are capable of improving or even curing DM2 , but the mechanisms may differ","['OBJECTIVE To prospect ively examine the effect of weight loss 1 year after laparoscopic adjustable gastric b and surgery on a broad range of health outcomes in 50 diabetic subjects. RESULTS Preoperative weight and BMI ( means + /- SD ) were 137 +/- 30 kg and 48.2 +/2 wk/m(2 ), respectively ; at one year, weight ( BMI were 110 +  24 kg) and 38.7 + = / - 6 kg/ m(2 ( ).",0.876051678849772
23913339,"Results Best evidence analysis showed no difference in polyethylene wear rate , the frequency of cup migration , and aseptic loosening between monoblock and modular acetabular components .
No convincing evidence was found for the cl aim that lower frequencies of acetabular osteolysis are observed with the use of monoblock cups compared with modular uncemented cups .
Conclusions The purported benefits of monoblock cups were not substantiated by this systematic review of controlled studies in that polyethylene wear rates and frequencies of cup failure and acetabular osteolysis were similar to those observed with modular implants .","There were 7 ( 4.5 % ) postoperative complications all unrelated to the acetabular component' 'We report a prospect i ve, stratified study of 60 PCA-cups and 60 RM-polyethylene cups which have been followed for a median time of 90 months ( with annual radiography ). Radiologic migration of cups was measured at 120 months with a mean follow-up score of 115 patients.' ['In a prospective study, the authors used a porous tantalum monoblock acetal component for primary total hip arthroplasty between November 1997 and June 1999 ; a total of 156 THAs were done in 143 patients younger than 75 years ].",0.012056585672288686
23337783,Applying different numerator and denominator combinations meant that the same observed number of patients could have result ed in different reported rates .,"These guidelines emphasize the reporting of theories used and descriptions of intervention and comparison conditions, research design and methods of adjusting for possible biases in evaluation studies that use nonr and omized design' 'Objectives To establish a protocol for the treatment of fragility fractures in the hospital setting based on treatment for osteoporosis. RESULTS The intervention was used in a case manager and patient intervention model that was constructed using a cost-effectiveness model : the intervention cost was reduced by the usual care clinic ( $ 001 ) and patients were prevented from fracture treatment ( a patient evaluation was conducted to determine the patient's life threshold ).",0.7593794991395738
30787096,"Our review provides anchor-based MID estimates , as well as a rating of their credibility , for PROMs for patients with shoulder conditions .
The MID estimates inform the interpretation for a linked systematic review and guideline addressing subacromial decompression surgery for shoulder pain , and could also prove useful for authors addressing other interventions for shoulder problems .","Responsiveness was assessed as follows : by correlation analysis between the change scores of the OSS ( CS, and EQ-5D-3L index ), and the Patient Global Impression of Change ( PGIC ) scale ; by receiver-operating-characteristic ( ROC) curve analysis involving a concentric exercise-based intervention. Results At 3 months, a follow-up assessment of 112 patients ( 89 % s) was conducted  The study was undertaken at the Outpatient Clinic of The Department of Orthopaedic Surgery ', Viborg Regional Hospital '.",0.41695197680186946
30799194,"The cinnamon administrations significantly reduced FM at the dosages of ≥2 g/d , when administered for ≥12 weeks .
Cinnamon administration result ed in BW and WC reduction in non-linear fashion ( P = 0.04 ) .
Cinnamon supplementation significantly affects obesity measures .","The adjusted hazard ratios for the fruit-rich diet were 0.94 ( 95 % CI = 0.89–0.98 ) for all causes of death, and triglycerides were reduced in patients with type 2 diabetes and insulin resistance ( the study was not designed to evaluate the effect of insulin on patients' BMI ), and the impact of cinnamon on insulin s uptake was evaluated after the intervention. RESULTS After 40 days, all three levels of LDL cholesterol were observed in the placebo group ( 24 % ; 30 % HDL cholesterol ); no cholesterol supplementation was observed for 30 days ( LDL Cholesterol was given placebo capsules corresponding to the number of capsules consumed ).",0.8374655106291196
21059667,"Preoperative exercise therapy consisting of inspiratory muscle training or exercise training prior to cardiac or abdominal surgery led to a shorter hospital stay and reduced postoperative complication rates .
By contrast , length of hospital stay and complication rates of patients after joint replacement surgery were not significantly affected by preoperative exercise therapy consisting of strength and /or mobility training .
Conclusion : Preoperative exercise therapy can be effective for reducing postoperative complication rates and length of hospital stay after cardiac or abdominal surgery .","The first systematic review of trials published between 1959 and 1995 has increased the scope of evidence for patients who undergo coronary artery bypass surgery ( group-based trials were conducted between 1995 and 1999 ), and the extent of physiotherapy in these patients predict the duration of surgery : 27.9 days versus 4.5 days.",0.9636110946766252
22437353,"Results The consensus panel agreed on the following statements in patients with AF undergoing cardiac surgery concomitant surgical ablation : 1 .
Improves the achievement of sinus rhythm at discharge and 1 year ( level A ) ; this effect is sustained up to 5 years ( level B ) .
2 .
3 .
Does not increase the risk of perioperative mortality ( level A ) , stroke ( level A ) , myocardial infa rct ion ( level B ) , cardiac tamponade ( level A ) , reoperative bleeding ( level A ) , esophageal injury ( level B ) , low cardiac output ( level A ) , intraaortic balloon ( level B ) , congestive heart failure ( level B ) , ejection fraction ( EF ; level B ) , pleural effusion ( level A ) , pneumonia ( level A ) , renal dysfunction ( level B ) , and mediastinitis ( level A ) .
The incidence of esophageal injury remains to be low ( level B ) .
4 .
Does not reduce mortality at 1 year ( level A ) .
5 .
6 .
Increases cardiopulmonary bypass and cross-clamp times ( level A ) , with no difference in intensive care unit and hospital length of stay ( level A ) .
Conclusions Given these evidence -based statements , the consensus panel stated that , in patients with persistent and permanent AF undergoing cardiac surgery , concomitant surgical ablation is recommended to increase incidence of sinus rhythm at short- and long-term follow-up ( class 1 , level A ) ; to reduce the risk of stroke and thromboembolic events ( class 2a , level B ) ; to improve EF ( class 2a , level A ) ; and to exercise tolerance ( class 2a , level A ) and long-term survival ( class 2a , level B )","[' OBJECTIVE Prospect i ve r and omised study comparing patients with atrial fibrillation ( AF ) of more than 6 months duration after mitral valve surgery plus biatrial modified radiofrequency Maze procedure using Medtronic Cardioblate System ( Cardio blate group, n=24 ; compare the results of patients who underwent a Maze ablation procedure plus intensive rhythm control strategy ( control group (n=25) ).",0.020960405644940273
29309554,Conclusion Patients with an AHRE burden over 6 min have an increased risk for stroke .,"Prognostic research also informs the design of intervention studies by helping define subgroups of patients who may benefit from a new treatment and by providing necessary information about the natural history of a disorder ( 2 ). It is essential that investigators conducting systematic review s thoroughly appraise the method ologic quality of included studies to be confident that a study's design, conduct, analysis ', and interpretation have adequately reduced the opportunity for bias ( 3 ), 4 ).",0.244967077689146
26180255,CONCLUSIONS Supplementation with vitamin D showed no effect on adiposity measures in adults,"The intention-to-treat population consisted of 583 ambulatory institutionalized women ( mean age 85.2 years, SD = 7.1 ) r and omized to the calcium – vitamin D3 fixed combination group ( n= 199) ; a calcium plus vitamin d3 separate combination study (n= 190) and the placebo group.",0.11071400465150795
21880286,"In conclusion , this review highlights the benefits of bariatric surgery in reducing or eliminating risk factors for CVD .
It provides further evidence to support surgical treatment of obesity to achieve CVD risk reduction","['OBJECTIVES The aim of this study was to examine the association between brachial artery flow-mediated dilation ( FMD ) and cardiovascular events in a cohort of initially asymptomatic post-menopausal women, with adjustment for the presence of the major cardiovascular risk factors. This early impact of CRP and antihypertensive medication on patients' BMI was significantly observed with an early onset of preoperative use ( CRP  or=4.5 % ), which is associated with a clinically significant reduction in BMI ( preoperatively and at the end of 1 year ).",0.9803070634602198
29718689,"For most comparisons , the credibility of evidence was rated very low to moderate , with the exception for the DASH vs. the low-fat dietary approach for which the quality of evidence was rated high .
Conclusion : The present network meta- analysis suggests that the DASH dietary approach might be the most effective dietary measure to reduce blood pressure among hypertensive and pre-hypertensive patients based on high quality evidence","RESULTS Relative weight loss was 7.4 % ( 95 % CI 5.7–9.2 % ), 9.0 % [ 7.1–10.9 %] ; HbA1c was reduced between the LCD group and the UC group ( P  0.001 intervention effect ).",0.9156351552829787
31367297,Conclusions : This systematic review and meta- analysis showed that statin treatment significantly reduces systemic MDA concentrations .,"We performed a r and omized ', double-blind, placebo-controlled phase III clinical trial in adult patients with Type 2 Diabetes Mellitus ( T2DM ) and DPN. Tau amino acid ( alanine aminotransferase ), glutathione transferase ( glutathione peroxidase (GPT ); thiourea ; and arginine ] were the primary markers of oxidative stress in the study :  SD (mean) = 0.24 ng/mL [0.28 ug/ml ],? SD = 0.31 mg/L (p = 0.04) ).",0.9888022277327057
24977635,": Compared with general anesthesia , neuraxial anesthesia may reduce the 0-to-30-day mortality for patients undergoing a surgery with an intermediate-to-high cardiac risk ( level of evidence moderate ) .",This study was design ed to investigate the effect of thoracic epidural anesthesia and analgesia on gastrointestinal function after colorectal surgery under st and ardized controlled postoperative care.,0.9515284121556373
25169459,"All included treatments result ed in ADHD improvement .
On the basis of this literature review , a consistent pattern of improvement in pediatric ADHD patients ' core symptoms emerged across studies , study design s , and recommended treatment approaches .","The effects of atomoxetine on other functional outcomes including academic performance and health-related outcomes are of interest, albeit less compelling for this particular investigation ', than for the effects on overt symptom display' ""BACKGROUND Despite the persistence of attention-deficit/hyperactivity disorder ( ADHD ) into adolescence, little is known about the efficacy and tolerability of stimulant medications in this age group. RESULTS A significant reduction from baseline in the investigator-rated ADHD Rating Scale ; the primary efficacy measure was found with OROS methylphenidate treatment compared with placebo.",0.9483381498567585
22574624,"We conclude that both serum and erythrocyte folate values reflect folate intake ; however , serum folate reacts more rapidly to folate intake than erythrocyte folate .
As to health outcomes , we found no evidence indicating that additional intake of folate can influence haematological parameters in non-anaemic paediatric patients .
We were unable to find evidence of a favourable effect of folate supplementation on the growth of infants .
However , the limited data available suggest that supplementing the diet of low-birth-weight infants with folic acid may moderate the rapid fall of serum and red cell folate in the first months of life","The prevalence of anemia was reduced to a greater extent in the MMS and IFS groups ( 72 % and 69 % more than the FCF group ( 45 % ) [ p  0.05 ]. In general, micronutrients were less acceptable to children in MMS, but not to FW group [ 0.14 ( 0.04 ), 0.24 ).",0.9705723240038601
16034862,"The outcome measures of the studies were : Wound infection , intra abdominal abscess , length of stay in hospital , and mortality .
The overall result is that the use of antibiotics is superior to placebo for preventing wound infection and intraabdominal abscess , with no apparent difference in the nature of the removed appendix .
Studies exclusively on children and studies examining topical application reported results in favour to the above , although the results were not significant .
Antibiotic prophylaxis is effective in the prevention of postoperative complications in appendectomised patients , whether the administration is given pre- , peri- or post-operatively , and could be considered for routine in emergency appendectomies","The data suggest that adding a course of outpatient oral antibiotics, after completing acourse of IV antibiotics ', does not decrease postoperative infectious complications in appendicitis patients' 'A series of 102 consecutive patients undergoing appendectomy through an incision in the right iliac fossa entered a prospect i ve r and omized trial to compare the effects of a 2 gram intravenous bolus dose of cefam and ole bromide with a control study.",0.0014094217094812388
23867731,"Evidence synthesis showed limited evidence supporting poor baseline transversus abdominis contraction thickness ratio as a treatment effect modifier favoring motor control exercise .
Limited evidence supported that high baseline transversus abdominis lateral slide was associated with higher pain intensity after various exercise interventions at 1-year follow-up .
However , there was limited evidence for the absence of relation between the contraction thickness ratio of transversus abdominis or anticipatory onset of lateral abdominal muscles at baseline and the short- or long-term LBP intensity after exercise interventions .
There was conflicting evidence for a relation between baseline percent thickness change of lumbar multifidus during contraction and the clinical outcomes of patients after various conservative treatments .","Prognostic research also informs the design of intervention studies by helping define subgroups of patients who may benefit from a new treatment and by providing necessary information about the natural history of a disorder ( 2 ). It is essential that investigators conducting systematic review s thoroughly appraise the method ologic quality of included studies to be confident that a study's design, conduct, analysis ', and interpretation have adequately reduced the opportunity for bias ( 3 ), 4 ).",0.5044673839849596
25746842,"In conclusion , polyphenols can successfully reduce HbA1c in T2DM without any intervention at glycemia , and could contribute to the prevention of diabetes complications","The aim of the study is to examine the effect of a decaffeinated green tea extract ( GTE ) providing a daily dose of 856 mg of epigallocatechin gallate ( EGCG ), on obese individuals with type 2 diabetes. The subjects were r and omly assigned to either receive 1,500 mg an adecaffeinated GTE ( placebo daily for 16 weeks ).",0.2567235441949538
32225172,"OC could significantly reduce the occurrence of VAP , and consequently , its routine use should be considered for VLBWs to prevent infectious diseases .
OC  significantly reduces the occurrence of VAP and NEC in VLBW infants  .
OC may reduce the incidence of VAP and NEC by increasing IgA levels .
Early OC therapy for mechanical ventilation of low-weight infants may prevent the occurrence of VAP .
OC significantly reduces the occurrence of VAP and NEC in VLBW infants .
OC may reduce the incidence of VAP and NEC by increasing IgA levels .
Early OC therapy for mechanical ventilation of low-weight infants may prevent the occurrence of VAP","Study design : We conducted a prospect i ve, r and omized clinical trial to determine the effects of OCP on salivary immune peptide representation in preterm infants (  32 weeks completed gestation at birth ). Patients who received OCP had a reduced length of hospitalization and warrants further investigation' ""OBJECTIVE To determine rates s, characteristics and risk factors ; risks associated with ventilator-associated pneumonia ( VAP) in extremely preterm neonates in a neonatal intensive care unit ( NICU ).",0.8120432133120185
29341831,"Denosumab has shown to be noninferior to zoledronic acid for the prevention of skeletal-related events and provides an alternative .
Fewer adverse events related to renal toxicity have been noted with denosumab compared with zoledronic acid and may be preferred in this setting .","Results : At study end for all patients ( N = 54 ), L-spine T-scores improved by a median of + 0.27 ( range 0.38 to + 3.91 ), corresponding to amedian increase in bone mineral density of +1 15.0 % ( period ; range = 60/55 ). Patients were treated with cyclophosphamide ( CTD ] versus thalidomide ( NS ); p'intensive regimens were compared with non-intensive.",0.9624897410165063
12076233,"In data pooled from 6 parallel-group , fixed-dose trials , efficacy appeared slightly greater at higher doses .
Treatment response appeared to vary between patient subgroups , although relative to placebo , sildenafil significantly improved erectile function in all evaluated subgroups .
In trials with parallel-group design and flexible dosing , men r and omized to receive sildenafil were less likely than those receiving placebo to drop out for any reason and no more likely to drop out due to an adverse event or laboratory abnormality .
Sildenafil was not significantly associated with serious cardiovascular events or death .
CONCLUSIONS Sildenafil improves erectile function and is generally well tolerated .
Treatment response seems to vary between patient subgroups , although sildenafil has greater efficacy than placebo in all evaluated subgroups","Efficacy was assessed by the effect of treatment compared to baseline, that is before treatment : on rating of erections ( scored from 0 to 10 ) ; duration of erectile dysfunction ( measured from 1 to 5 ), and confidence to obtain an erection based on response to question 1 ( score from 5 to 15 % ). Methods Part I was a double-blind placebo study comparing a single dose of sildenafil 50 mg or placebo.",0.21674551309618542
