docid,target,generated,score
20078374,"Data from large , epidemiologic studies support the existence of an association between  artificially-sweetened beverage  consumption and weight gain in children .","Caffeine is associated with increased blood pressure in women, but no linear association exists between consumption of cafinated beverages or incident hypertension. In this study, we examine the relationship between drinking habitual coffee and risk of sudden physician-diagnosis of hypertension in a group of 105,594 United States women who have been free from physician diagnoses for 12 years. The results suggest that there may be a role for caffeination in improving weight status among children at different risk of obesity. A greater increase in sugar-sweeteners and fruit juice was associated with increases in body weight; however, it was not significant when adjusting for other dietary characteristics. Children born at different risks for obesity were divided into seven categories: milk, fruit juice, fruit drinks,caloric and uncaloric soddies, soft drinksincluding and excluding fruits juice, and diet sweeteners. This study examined the effect of Artificial Sweetener on glucose, insulin, and Glycemic Pepte in humans. It was found that artificial sweetening improves glucose tolerance by increasing secretion of glutagon-likepeptide, an important peptide involved in fat deposition. Aspartame reduces hunger and energy expenditure, aspartamie also suppresses appetite during mealtime. Type 2 diabetes Mellitus has become increasingly serious health problems among African American females. Although there has been much attention given to the effects of excessive sugar sweetness on overweight children, little attention had been given to its possible role in preventing such disease.",0.9879112168722982
29290882,"No quantitative synthesis was attempted for either mebiomian plugging or meibomian secretion scores and no significant changes were observed with any other outcome parameter .
Conclusion : Only the systemic antimicrobials were found to improve the clinical features of meibomian gl and dysfunction .
Varying effects of different therapeutic agents ( heat therapies , omega-3-fatty acids and castor oil ) were identified for MGD but the risk of bias pertaining to r and omization and allocation concealment was found to be associated with most of the current RCTs .","In this study, we examine the efficaciousness of a one-week treatment of combined lid warming/masking and massage in subjects with dry eye disease. The results show that the two treatments produce significant improvements in mebomian quality and tear breakdown time. A total of 30 subjects completes the three-month follow up. Both groups produce significant improvement in Ocular surface Disease Index scores; however, no significant difference is noted between the other groups. Conclusions: Results of our present study were observermasked only, and therefore there may have confound any improvements in objective symptoms and other values in both groups. Study 1: Dysfunctional meibomean gland and dysfunction are among the most frequently causes of ugliness. Meibogen Gl and dysfunction is one of the major causes of these ocular malignancies. This condition is caused by an overly acute inflammation of the eyes. Therefore, it is believed that omega-3 fats can be used as a treatment for such conditions. We performed a double-maskin trial of 61 patients to receive either cleaning the margins or using artificial tears without preparations. After 3 months, the mean Ocular SurfaceDisis Index, tear break Up Time, and meebum score presented improvement from their baseline values. In addition, they showed improvement in the severity of corneal frostbite staining after 3 months. Furthermore, topical anamira was safe and effective in treating dry eye diseases. Two trials were conducted on twenty-five patients who had been treated with MGD. They were assigned into two groups. One group received NAC 5 percent or a Topical Steroid Antibiotic combination, Betamethasone 10 % per day, topically four times daily for a week. Each group was instructed to use LipiFlow system which resulted in significantly improved tear film stability. These results supports its safety andeffectiveness in the treatmentof meibbingomian gloat and dysfunction. Trial 1: To compare effects of topical CyosporineA vs preservative free artificial tears inthe treatment of me Ibodyn gil and dysfunction (MGD). It has been shown that warm towels and EyeGaine do not improve myibemian glepharitis. However, those who continue them at least once a month report greater improvement than those",0.9459260761838963
23001018,"The various risk stratification schemes classified variable proportions as low , moderate and high risk , but the CHA(2)DS(2)-VASc score classified the smallest proportion of patients as ' low risk ' .
Anticoagulation with vitamin K antagonists and dabigatran is cost-effective in patients at high risk of stroke , but not in patients without any other stroke risk factor beside AF .","In this paper, the authors present a decision analysis of the cost and effectiveness of various anticoagulation regimens for patients with moderate-risk stroke. They conclude that warfarin alone is cost-efficacious in patients with high risk of major embolism because it depends on the quality of control over the ratio of international normalize ratio to warfari. The results are based on an estimation of the incremental net benefits from dabigaran etextilate 150mg twice daily versus warforin. A further study is performed to characterizing the risk of Stroke among elderly patients with intermittent atrial fibrillation. This study uses a Markov model to predict the relative risk of stroke as well as the costs of warfarn therapy. It finds that Warfarin does not have any significant differences in cost or effects when compared against aspirin.",0.8845202905847818
26435098,"Based on a low quality of evidence , home-based supervised exercise may lead to less improvement in maximum and pain-free walking distance , and in more improvement in daily life walking capacity , compared with hospital-based supervised exercise .
Home-based supervised exercise may improve maximum and pain-free walking distance compared with "" go home and walk advice "" and result in little or no difference in health-related quality of life and functional walking capacity compared with hospital-based supervised exercise or "" go home and walk advice "" .","In this study, the effects of supervised polestridding exercise on patients with intermittent leg pain caused by persistent claudication are investigated. The results indicate that subjects in the pole-stridring group have improved their exercise tolerance and that they also show improvement in quality of life. This is followed by a further study to determine the risk of sudden death from peripheral arterial disease. A patient with a chronic condition such as papillary artery disease has a greater risk of death than those with no symptoms. These patients appear to have an increased risk for cardiovascular events and deaths.",0.9924641665033155
24635850,"Parameters that integrated electrophysiological signals with joint movement characteristics were best able to quantify spasticity .
There were conflicting results regarding biomechanical-based parameters that quantify the resistance to passive stretch .","In this paper, we examine the relationship between muscle and nerves in spastic patients. We use a system identification technique to characterize the intrinsic and recoil-induced stiffness of the joints as well as the mechanical properties of these joints. The results suggest that there is little or no significant relationship between muscular and nervous components of spastity. This study further investigates the validity of an electrode-based device for measuring the speed-dependent property of spastician elbow muscles. It is found that the velocity- dependent component of the instrument is higher in subjects suffering from spastics than those with normal control.",0.0043694161166450834
22984894,"The majority of adverse events associated with CNTKA were minor and comparable with those seen with conventional TKA .
Clinical outcomes were comparable between the two techniques , with longer-term follow-up suggesting that CNTKA provided no benefit over conventional TKA in terms of sustained functional improvements .
At present , it is unclear whether the significant improvements shown in radiological outcomes after CNTKA translate to measurable clinical benefits .","In this study, the authors compare the performance of three different surgical techniques: conventional knee surgery with a navigation-based prosthesis, using an extramedual guide for both the fimur and thetibia. The results show that the implant aligns better than the conventional technique; however, there is no difference in the degree of rotational angle between the two methods. A further study examines the early postoperative outcome of total knee artroplasty performed with either navigation or conventional instrumentation. This study concludes that the use of navigation reduces the risk of emboli by reducing the amount of blood lost during the procedure.",0.6832682635041455
19588332,"There is evidence that statin therapy in patients with a history of ischaemic stroke or TIA significantly reduces subsequent major coronary events but only marginally reduces the risk of stroke recurrence .
There is no clear evidence of beneficial effect from statins in those with previous haemorrhagic stroke and it is unclear whether statins should be started immediately post stroke or later .","In a large, well-controlled trial of elderly patients with acute or minor strokes, the safety and efficacy of pravastin were demonstrated in this study. The results suggest that pravastain may be an effective strategy for reducing the risk of heart attack in elderly patients. A prospective, double- blinded, omused controlled trial was conducted in which 5804 people aged 70 to 82 years who had a prior history of vascular disease were assigned to pravstain 40 mg daily or placebo. After a follow-up interval of 3.2 years, the primary outcome was a reduction of total stroke, non-fatty myocardialty infa crt ison, and fatal/non-fatal Stroke. Although no significant increase in risk was observed, it was noted that new cancer diagnoses are more frequent than on placebo. Prognosis is improved by atorva statin given for three years reduces the risks of major cardiovascular event.",0.24826897818838803
27258214,"Evidence suggests that systematic screening and opportunistic screening for AF increase the rate of detection of new cases compared with routine practice .
Although these approaches have comparable effects on the overall AF diagnosis rate , the cost of systematic screening is significantly greater than the cost of opportunistic screening from the perspective of the health service provider .","The aim of this study is to determine the frequency and severity of atrial fillation in patients older than 70 years. This study consists of two independent studies: first, a cost-effective approach to screening for atrium fibrillation; and second, comparing routine practice with intervention practices. In these studies, physicians are trained to recognize and interpret the ECG as well as to use it as a risk assessment tool. These studies will help reduce stroke incidence by reducing the number of new cases that occur over the current practice. Atrial Fillation is an important risk factor for heart failure and stroke. A multicentre controlled trial is designed to assess the efficacy of different approaches for detection of attriotic fibrillations in people aged between 65 and over. It uses a combination of population-based and hospital-based surveys to identify the most cost effective methods of detection and interpretation of electrocardiography.",0.39681365598313173
11074683,"These data provide both validation and st and ards for other users and indicate the power of the instrument for detecting change in sample population s. CONCLUSIONS The  ODI  remains a valid and vigorous measure and has been a worthwhile outcome measure .
The behavior of the instrument is incompletely understood , particularly in sensitivity to real change","The aim of the study is to determine prognosetic factors for disability in patients with lower back pain who are not treated within one month. In this case, a mean score of 20 percent indicates that there are no significant differences in effect and regression coefficients between two treatment strategies. A patient's Os westry score is above 20 percent at 1 year follow-up. Prognostic factor scores include duration of current episodes, expected treatment, number of location changes, and well being. This results in a high proportion of patients having poor prognosestic factors. These patients have an Oswesty score above 20 per cent at 1year follow up. Other studies suggest that more definitive investigations need to be performed on patients with lowback pain. An epiduralcortic injection has been used as a relief from sciatica; however, it does not improve leg pain or sensory deficits. Two other studies attempt to establish the relationship between the questionnaire and work status among patients with chronic knee pain. One uses the Roland-Morreis Question Observer to assess change over time while another uses the Physician's Question Oriented Score to predict changes over time. Both groups show improvement in pain and functional status after six months. Another study compares the ability of three physical tests: the Pain Disability Index, the Ostwestry Low Neck Pain Disability Question Annex, and the Jan Van Breeman Institute test to detect changes during long term recovery. Although both groups show improvements in pain severity and function, they do not differ significantly in self-efficacy or satisfaction. Back pain sufferers often return to work because of their symptoms. However, these patients receive better returns than those who do not.",0.9083089700278487
28599375,"Conclusions : Probiotics may have beneficial effects on the reduction of glucose , insulin and HbA1c for diabetes , especially for T2DM mellitus patients","In this study, we examine the effect of daily probiotic consumption on lipid profiles in type 2 patients with Type 2 Diabetes Mellitus. The results indicate that probiotic consume reduces both fasting and blood sugar levels, but there is no significant change in total cholesterol or lipoproteincholestrol levels between two intervention groups. Probiotics appear to improve weight gain among newly diagnosed pregnant women with Type 2, although it is not clear whether they will benefit from their treatment.",0.6067374016775707
20011929,"In the fixed effect model , the warming group had significantly less pain and lower incidence of wound infection , compared with the no-warming group .
In the r and om effect model , the warming group was also associated with lower risk of post-anesthetic shivering .
Both in the r and om and the fixed effect models , the warming group was associated with significantly less blood loss .
Perioperative warming of surgical patients is effective in reducing postoperative wound pain , wound infection and shivering .
Systemic warming of the surgical patient is also associated with less perioperative blood loss through preventing hypothermia-induced coagulopathy .","In this chapter, the authors describe a series of studies on the effects of mild peri-operative hypothermisa on wound healing and lengthening hospitalization. The first study was a pilot study in which patients were assigned to either warm or cold before surgery. This group consisted of 100 patients who had been treated with cefam for their wounds until they were discharged from the hospital after two weeks. The second study was an investigation into the effect of active warming on blood loss during major surgery. It showed that warmed patients had lower blood loss than those not warmed. A further study was performed in which we examined the effects upon myocardium and myocardial ischemia by comparing the use of forced air warmers and forced air blankets. We found that both groups had similar core temperatures at the beginning of the surgery as well as differences in blood loss and Transfusion requirements. These results suggest that forced air warmth may be more effective in reducing post-surgery hypothermian.",0.027230135224893818
30921478,"Two primary outcomes of efficacy and acceptability showed a possible advantage of benzodiazepines over placebo .
Low- quality evidence shows a possible superiority of benzodiazepine over placebo in the short-term treatment of panic disorders .
Due to these limitations , our results regarding the efficacy of benzodiazepines versus placebo provide only limited guidance for clinical practice .","A double blind trial of a combination of alprasolam, imipramin, and placebo over eight weeks in 181 panic disorder patients shows that all three groups have improved during the initial two months. In addition, they show significant improvements in anxiety, depression, somatics, fears, avoidance, and improvement in quality of life. The results indicate that tolerated tolerance does not progress to the therapeutic effect of either drug.",0.006195518711955507
26578956,"For studies of a similar design and which assessed the same outcomes in similar population groups , we report the potential for the combining of data across studies in systematic review s. CONCLUSIONS This scoping review has revealed the extensive evidence base for many outcomes which could be the focus of systematic review s exploring the health effects of conventional yogurt consumption","Fabuless is a promising new addition to the food system. In this study, 24 healthy women were given either a control diet or a yogurt treatment for three months. The results suggest that dairy products may increase the risk of developing prostatecancer in Japan. A population-based prospective study was conducted in 43,4535 Japanese men aged 45 to 73 years. After 7.5 years, 329 newly diagnosed men were newly diagnoseed with prostate cancer. Both groups consumed their usual foods during the trial. Menstrual cycle durations were measured and blood samples were obtained at baseline and second and third days. Macronutribuent intakes varied between groups; calcium increased for Yogurt subjects during intervention. Lympholysis induced by Concanavallin A / phytohemaggitinin / pokeweed mitostogen,interleukin 2, production and cytototoxicity were assessed after first and third weeks. This study does not improve immune function in younger women. Two studies are performed: one examines the value of plantsterol mixture as a means of improving heart health and another investigates the effect of curd on immunity. Curd has been shown to reduce serum lipoprotein concentrations when added to lower fat dairy products. These studies confirm that it is possible that low consumption of dairy product can contribute to reduced risks of stroke. Women who consume more than two servings of milk per day have an adjusted relativerisk of ischemis stroke but do not show any significant changes in other risk factors. Furthermore, there is no association between high-fat content and higher levels of cholesterol. Thus, probiotics such as curd and leaf protein concentrate could be used to restore immune function.",0.23525446918532097
17285783,Currently available evidence weakly supports the inference that testosterone use in men is not associated with important cardiovascular effects .,"The effects of a low-serum total testosterone level on men over 60 years are described in this chapter. In older men, lower levels of T lead to an increase in body mass and reduced bone mineral density. This suggests that older men may benefit from higher levels of testosterone as they age. Men with low serumT levels also have greater reductions in the growth factor and insulin like growth factor I, which can result in changes in lean bodies mass and muscle strength. These changes may contribute toward reductions for lean body masses, muscle strength, and cardiac endurance. Although there are concerns about the safety of these treatments in elderly men, we conduct a study using a novel anti-testartinanthate solution. After 24 months, both groups show significant increases in bone mineral density and improved quality of life. A small pilot study is carried out in aging men with low testosterone levels who suggest that testosterone might improve cognition. Brain function was improved in patients with mild to moderate disease. Bioavailability tests were performed in 50 men with high testosterone levels. They showed improvement in physical performance, grip strength, leg and arm muscles, blood concentrations, and other measures of health. No change in heart function was observed in either group.",0.5754960009866362
25392297,"Interventions were generally effective on behavior change and patients ’ glycemic control in the short term ( ≤9 months ) .
Conclusions The limited studies available suggest that diabetes self-management education programs in developing countries are effective in the short term but must be tailored to conform to the cultural aspects of the target population","The European Diabetes Literacy initiative aims to improve the quality of care and prevent Type 2 diabetes in the 28 Member States as part of an overall European-wide disease strategy. This project is a three-year effort that involves several literature reviews, evaluations, and pilot studies. In this study, 100 patients with Type II diabetes are divided into two different groups: one experimental group receives education through a health belief model, while the other controls for diet, drug use, exercise, and blood sugar levels. After eight educational sessions, the results show significant improvement in knowledge and all health model constructs. These improvements include improved physical activities, regular taking medicines, having eye exams, Fbs checking, having appropriate food, Hba1c levels, and fasted blood sugar level. A culturely competent health program has been developed for Mexican Americans, a population that bears large burden of Type 2, but lacks culturally competent practices.",0.29808166530362123
29420704,"Specific recommendations for implantation of each prosthesis , taking into consideration the presence of pre-existent conduction abnormalities and anatomical factors , may be needed to reduce the risk of PPI","Transcathet aotic valve replacement is an effective option for patients with severe, symptomatious aortics. The use of able and balloon-expensp and allowing devices resulted in greater success than the use of self-expanp and capable devices. In this study, the results are compared to those of the other two types of device: 1) transcatheters with a ball-exp or able device; and 2) self-extpanding and able devices. A combined safety endpoint occurred in 18.2% of the balloon exp and cantle group and 23% of the self ""exp and ready"" group. Conduction difficulties are frequent complications after transcatheliter abortic valve replacing. These studies aim to define the rate of new pacemaker augmentation after transCatheter heart Valve replacement using optimized pacing techniques and application on cardiac  Pacing. This study was designed to evaluate the safety and performance characteristics of the Medtronically CoreValve system when used at an ideal depth above the aoritic annulus. It was found that there were no significant differences in conduction disturbance rates among different sizes of implanted prostheses. However, it was noted that the MedTonic Corevalve system had lower rates of new PPM after trans Catheter Aortic Valves.",0.17753064212435754
29596495,"Through this review , we found two key health system barriers to effective T2DM care and management : financial constraints faced by the patient and limited access to health services and medication .
This review points to the importance of reducing , or possibly eliminating , out-of-pocket costs for diabetes medication and self-monitoring supplies .","The effect of pharmacists' adherence to prescribed drugs on patients with Type 1 and Type 2 diabetes is examined in this study. In the control group, there are no significant differences at 12 months; however, patient quality of life improves significantly. A pharmacist-led approach to improving blood pressure has been shown to be more effective than usual care in treating patients with type 1, especially those with poor blood pressure. This paper also discusses the use of case management as an intervention for improved health in older adults with Type 2, particularly those with high Hba1c levels. It was found that case management can improve behavior change and reduce risk of complications in older people with Type 2 disease.",0.18375118623179748
24698343,"The results did not show any evidence of publication bias .
CONCLUSION Fructose consumption from industrialized foods has significant effects on most components of metabolic syndrome","The effect of a high-flortose diet on insulin binding and sensitivity in normal men is investigated. In this study, we examine the changes in blood fat concentrations as a consequence of the consumption of very high amounts of sugar. Fructoses seem to be responsible both for the reduction of insulin binding or for the increase in fasting blood concentrations. This study was designed to determine whether fructosic feeding leads to increased fasting, postpran and ioral, and Daylong Plasma Triacyl Glycerol Concentrations in men and women. It was concluded that these changes were caused by heart disease.",0.9903537193062958
10716002,"However , variability was substantial .
Restoration type , material s , the patient , the operator , the practice environment and type of care system appeared to influence longevity .","This paper reports on the 5-year results of a clinical trial of three restorative materials used for neck erosion lesions. The overall finding is that the material satisfied established clinical requirements over periods of Up to 5 years. In this study, patients were divided into three groups: group A consisted of regular attenders, group B included irregular attenders and group C contained those who had no other treatment records. The age of the remaining restorations was determined by the type or size of the restorer's material and possibly also by the location of the tooth preparations. The most common reasons for replacement are secondary caries, bulk fracture at the crown, and tooth breaks. The average age of failed restorations ranged from 20 years to 12 years for gold, 12-18 years for amalgam, and 7-16 years for resin composites. There was no significant difference between the setting rates of amalgams; however, there was a significant difference in the survival times of both types of restorations.",0.004092303405316169
19025503,"There was no evidence that patient health was improved or that the cost of care was reduced .
This review shows that multifaceted interventions based on educational meetings to increase implementation of clinical guidelines may improve some outcomes of professional practice but do not improve patient health or reduce cost of care .
These findings are comparable with results among other health professions","In this paper, the authors present a survey of the quality of controlled trials and reviews in physiothérapie. The results of this survey indicate that there is substantial evidence for the efficacy of physiotherapies; however, there remains some scope for improvements to the conduct and report of clinical trials. A cluster-r and Omised control trial compares an active strategy against st or ard dissemination. This study focuses on patient adherence to treatment instructions given by a multi-faced program including education, discussion, role playing, and reminder",0.17193621909189752
28942899,"RESULTS Knowledge translation interventions appear to have result ed in a positive change in physiotherapist beliefs , attitudes , skills and guideline awareness .
However , no consistent improvement in clinical practice , patient and economic outcomes were observed .
AND IMPLICATION OF KEY FINDINGS The intensity and type of knowledge translation intervention seem to have an effect on practice change .","Peer assessment is an effective strategy to improve physical therapist's adherence to evidence-based practice. In this study, we examine the effects upon pain and disability in patients who attend a university course about psychological prognostics. The results of the course are not significantly different than those of physical practitioners who have not attended the course. However, there is some limitation of this trial because actual practice behavior did not measure. A further study is planned for rural Western Australia to evaluate the efficacy of an interprofessional, health care professional pain education program. This intervention was designed to improve patient adherence with the guideline on low back pain. It was found that physiologists were more frequently correcting the number of treatments required for patients with normal back pain; however, they were also more often setting functional treatment goals rather than using only active approaches. Although no additional benefit was obtained from applying an active strategies to implement the medical practice guideline, it was recommended that these strategies should be used when patient outcomes are improved.",0.017653098759434747
10796834,"MAIN RESULTS For the treatment of primary dysmenorrhoea there is some evidence of the effectiveness of uterine nerve ablation ( UNA ) when compared to a control of no treatment .
The comparison between UNA with presacral neurectomy ( PSN ) for primary dysmenorrhoea showed no significant difference in pain relief in the short term , however long term PSN was shown to be significantly more effective .
The treatment of UNA combined with surgical treatment of endometrial implants versus surgical treatment of endometriosis alone showed that the addition of UNA did not aid pain relief .
For PSN combined with endometriosis treatment versus endometriosis treatment alone there was also no overall difference in pain relief , although the data suggests a significant difference in relief of midline abdominal pain .
Adverse events were significantly more common for presacral neurectomy , however the majority were complications such as constipation , which may spontaneously improve .
REVIEW ER 'S CONCLUSIONS There is insufficient evidence to recommend the use of nerve interruption in the management of dysmenorrhoea , regardless of cause .","In this study, we describe the efficaciousness of a single-luma ablation procedure in women with a myomas that have been treated by bipolar urethine coagulation. The results suggest that laparoscopic nerve ablation can be more effective than conventional methods in improving pain and improving symptoms. We conclude that it is possible to use this technique to treat patients with urogenital myosis caused by a ruptured uterine vessel.",0.8612227567535068
30627441,"Discussion : Ablative lasers seem to achieve the highest degree of efficacy , albeit this is associated with significant pain and downtime , and the risk for long-term pigmentary changes .
Non-ablative fractional photothermolysis ( FP ) has a much safer profile but can not achieve as good cosmetic results .
The efficacies of fractional radiofrequency microneedling and radiofrequency are slightly inferior to that of FP but offer an even safer adverse profile .
Conclusion : Multiple devices have been used with varying levels of efficacy and very different safety profiles .
There is an overall lack of high- quality evidence about the effects of different interventions .","In this paper, the authors present a novel approach to treating scars using bipolar Fractional Radiofrequency technology. They describe an eight-month treatment program in which patients receive three successive monthly sessions with either high energy or low energy on one side of their face and then two fractional fractional laser treatments on the other side. The results are described in terms of both pain scores and improvement in skin appearance. Both groups show significant improvements over time. Atrophic scarring scores are measured at baseline, 1-month, 3 months, and 6 month follow-up. Bipolar fractionally radiofrequency device is safe and highly effective in the treatment of apothecary scars in Chinese skin types. Fifteen healthy subjects were divided into four groups that received four monthly treatments with different energy: high energy at 1,100 mJ per pin; moderate energy at 6, 60 mj perpin; and bipolar fractionalse fractional ablation devices. Histological evaluations were also performed. Side effects included pain, erythma, swelling, crusting, and hyperpigmented scars. Both studies showed no significant differences between results. Both treatments improved acne scars without any downtime.",0.015036306174698104
24841177,"In knee OA , strong evidence was found that avoidance of activities is associated with activity limitations via muscle weakness ( mediation by muscle weakness ) , strong evidence was found for an association between muscle weakness and activity limitations , and weak evidence was found that pain and psychological distress are associated with muscle weakness via avoidance of activities ( mediation by avoidance ) .
In hip OA , weak evidence was found for mediation by muscle weakness ; and strong evidence was found for an association between muscle weakness and activity limitations .","In this paper, the authors describe a method for assessing the quality of scientific prognosial studies and to develop recommendations for how to assess biases within such studies. The main objective of this work is to describe methods that used to assess ""the quality of prorogsis studies"" and to describe ways to assess potential biased studies in prognosesis studies. Two experienced reviewsers, an epidemiologist, and able-bodied reviewers, independently analyze the results of these studies to determine whether they have sufficient evidence to assess any of the six areas necessary to assess prospective biased studies. They then use their knowledge of the study's design, conduct, analysis, and interpretation to identify the specific characteristics of the studies needed to assess possible biase",0.6601198328842132
12804458,"Where reported , emergency admissions and quality of life were not found to be significantly different between groups .
No information was found regarding BMI , mortality , long term diabetic complications , adverse effects , or costs .
REVIEW ER 'S CONCLUSIONS The presence of a diabetes specialist nurse / nurse case manager may improve patients ' diabetic control over short time periods , but from currently available trials the effects over longer periods of time are not evident .
There were no significant differences overall in hypoglycaemic episodes , hyperglycaemic incidents , or hospital admissions .
Quality of life was not shown to be affected by input from a diabetes specialist nurse/nurse case manager","In this study, the authors describe a patient-centered approach to improving blood glucose control in patients who have poor levels of gycated haemolin. They conclude that it is possible to improve such low levels by using an education program designed specifically for these patients. The results suggest that there may be a significant difference in quality of life between the two treatment groups. A further study is performed on 100 patients with Type 1 diabetes who are assigned to either group of care or to one of the monitoring conditions. This study uses a self-regard survey and evaluation of well-being. Both groups report improved moods and satisfaction with their care. However, they do not show any differences in psychological well being. These results indicate that support group involvement does not affect self-assesed quality of living.",0.017949770092379053
27374001,"AUTHORS ' CONCLUSIONS Very low quality evidence is available from single trials , thus we are uncertain if hip pre caution s with or without the addition of equipment and functional restrictions are effective in preventing dislocation and improving outcomes after THA .","In this study, we compare the functional outcomes of a novel device called the Secure Tracks to those of an ard and st walker following total knee replacement. The patients spend more time up and down with their therapists than they do in the walker group. This is significant because it allows them to walk faster during the first 6 weeks after surgery. A new support device has been developed that can improve patient ambulations by using a direct posterior approach to hip dislocation. It is reported that patients who have a restriction on their movement are less likely to be dislocated after total hiparthroplasty. However, there are no studies that show any benefit of pre-operative activity restrictions for improving hip function. TianW, Dejong G e. Munin m. SmoutR : patterns of rehabilitation After hip arthreoplasty and the associated with outcomes ; An episode of Care view ; Pre-Optractive therapy was studied in 80 patients before surgery and at followup six months afterwards. These results were lost following surgical intervention. The psychological aspect following total hip replacement need to be looked in order to reduce unrealistic expectationsand increase satisfaction Study 2: We develop a twelve-item question questionnaire for patients having complete hip replacement. Some fill in the Stanford health assessment Question naire, which is used as a measuring instrument for patients' health status. They also perform a pilot study whereby occupational therapy is shown to reduce falls in patients receiving treatment from two different hospitals. There is no difference in fear of falling between the occupational therapy group and control groups.",0.7846140690050047
28589531,A minority of published evidence -based PA interventions for adults with T2D were both effective and pragmatic for clinical implementation .,"Ninety two patients with Type 1 diabetes were compared in a controlled trial. The results of the intervention showed that physical activity was improved by changing social norms, self-efficacy, and weight loss. In addition, there was a significant improvement in patient selfefficacy at one year's follow-up. A brief intervention is presented to increase the engagement between patients and their health care professionals about behavior goals can leadto increased physical activity; weight loss",0.97929379580031
29219092,"Associations between objective ly measured total sedentary time and indicators of adiposity and motor development were predominantly null .
Associations between screen time and indicators of adiposity , motor or cognitive development , and psychosocial health were primarily unfavourable or null .
Associations between time spent seated ( e.g. , in car seats or strollers ) or in the supine position , and indicators of adiposity and motor development , were primarily unfavourable or null .
Conclusions These findings continue to support the importance of minimizing screen time for disease prevention and health promotion in the early years , but also highlight the potential cognitive benefits of interactive non-screen-based sedentary behaviours such as reading and storytelling .","In this study, the authors examine the frequency of children's regular and daily viewing of a variety of types of entertainment. They conclude that children who watch more than half their time are at greater risk for developing unhealthy habits later in life. The results suggest that parents should be encouraged to make informed choices about their child's habit of watching ""audible"" or ""audio""-type entertainment. Children younger than two years have an increased tendency to watch both kinds of entertainment -- including animated movies and music -- as well as less frequent parent-child interaction. This suggests that early childhood exposure to these forms of entertainment may lead to poorer health outcomes. A pilot study is designed to determine whether infants' rapid weight gain is associated with delayed language development. It was found that young children were most likely to lose weight rapidly based on their body mass index and other factors. However, it was not confirmed that they gained weight rapidly when others smoked while pregnant. Further studies are needed to identify associations between early childhood E-game/Computer Use and their Later Well-Being.",0.9885750254497767
30388164,"Surprisingly no use was made of time series analysis for analysing step count data .
The review also suggested several strategies for the personalisation of physical activity programs .
Conclusions Overall , it appears that the physical activity levels of people involved in such programs vary across individuals depending on psychosocial , demographic , weather and climatic factors .
Statistical models can provide a better underst and ing of the impact of these factors , allowing for the provision of more personalised physical activity programs , which are expected to produce better immediate and long-term outcomes for participants .","In this study, we examine the association between activity levels and body composition in a group of 167 women who have been walking for seven days. The results indicate that moderate-intentional walking is associated with lower body mass index, fat- free mass index as well as waist-hip proportions. We conclude that ""the concept of 10,000 Steps/Day appears to be strongest predictorof health-related bodies composition values"". This paper also discusses the use of physical activity consults in long-term walking studies. It shows that both groups successfully increase and maintained step count over 12 months. Two studies are presented: one on Walking for Wellbeying in the West and another on Physical Environment. These studies investigate the relationship between walk levels and neighborhood safety and how it affects self-regarding physical activity. They find no association between step counts and daytime safety among men and women but only when they feel unsafe at night. A third study uses a three-wave approach to assess the effect of an enhanced walking program on employees' participation rates. This study compares the impact of exercise mode, environment, and sequence on step counts or sitting time. It finds that there is no significant change in sitting time during the intervention period except for incidental walking. However, these studies do not show any significant changes in other health outcomes. Finally, the British Council for Review S and Disemination develops a register of systematic reviews which will serve as a central hub for information on all aspects of health.",0.3751899800115026
26164054,"RESULTS BZDs are ineffective for PTSD treatment and prevention , and risks associated with their use tend to outweigh potential short-term benefits .
In addition to adverse effects in general population s , BZDs are associated with specific problems in patients with PTSD : worse overall severity , significantly increased risk of developing PTSD with use after recent trauma , worse psychotherapy outcomes , aggression , depression , and substance use .
The results of this systematic review suggest that BZDs should be considered relatively contraindicated for patients with PTSD or recent trauma .","In this study, the effects of short-term alprazolum treatment on a patient's recovery from posttraumatic stress is investigated. The effect of immediate alprasolam treatment was found to be effective in alleviateing anxiety at days 4 and 30; however, it was associated with greater freezing response after trauma cues. A further study investigates whether veterans with posttraumatic distress disorder may abuse psychiacs such as benzodyne or develop violent Dyscontrol when using these drugs. This study also examines the relationship between mental health and sleep disturbances in patients who have undergone severe mechanical ventilation. After four weeks, patients in both light and deep sedations were more likely to experience symptoms of PTSD than those in either group. These results suggest that ""light sedation"" affords benefits for reduction of intensity of ventilation without adverse effects on later patient mental health nor patient safety. Post-traumatic Stress Disorder has been identified among a significant number of patients following critical illnesses requiring mechanical venturing. Although there are no specific symptomatical effects on outcome of drug treatments in PTSD, studies suggest that altering the benzoxamine/Gabaa receptor complex in stressful and anxiety can lead to reduced response to acute exposure therapy.",0.2613672855636147
